-310,-14
-306,-16
-310,-9
-309,-5
-310,-1
-314,1
-315,6
-320,1
-325,1
-327,1
-333,1
-336,0
-337,5
-342,4
-348,4
-352,5
-357,4
-363,4
-367,3
-370,6
-371,1
-372,1
-370,-2
-371,7
-371,13
-373,15
-373,19
-369,19
-369,25
-370,29
-365,29
-376,29
-379,32
-384,32
-386,36
-388,36
-388,42
-393,43
-395,47
-396,51
-396,57
-399,59
-402,62
-407,62
-409,66
-412,64
-412,65
-412,71
-417,72
-422,72
-422,78
-419,78
-426,80
-430,79
-434,81
-438,83
-441,81
-445,79
-443,85
-442,90
-444,94
-442,97
-445,97
-450,96
-455,95
-456,90
-458,90
-461,92
-465,90
-468,91
-468,97
-469,93
-474,94
-480,94
-483,97
-484,101
-479,100
-473,100
-469,102
-465,103
-463,107
-464,111
-460,111
-468,113
-469,117
-469,121
-468,125
-464,125
-459,125
-457,125
-453,127
-453,132
-451,136
-447,135
-455,138
-457,140
-458,143
-453,143
-450,142
-449,141
-448,145
-446,147
-443,148
-440,149
-438,145
-438,141
-435,147
-429,147
-431,143
-425,145
-425,148
-422,146
-419,143
-417,140
-415,137
-412,134
-415,136
-415,131
-417,131
-422,131
-415,129
-415,125
-416,120
-420,121
-422,119
-422,114
-423,110
-424,108
-424,103
-421,111
-419,112
-415,111
-413,107
-412,109
-408,109
-409,105
-408,100
-404,99
-406,101
-406,106
-407,108
-410,111
-409,114
-408,119
-409,122
-408,127
-406,130
-402,127
-397,126
-394,126
-395,121
-398,119
-394,117
-389,116
-385,117
-381,119
-382,118
-375,119
-369,119
-365,117
-365,112
-363,109
-363,107
-357,107
-352,106
-348,104
-343,103
-347,102
-339,102
-335,100
-336,95
-332,95
-329,92
-323,92
-322,90
-317,89
-311,89
-310,87
-306,89
-308,83
-305,80
-299,80
-294,81
-293,81
-296,77
-295,73
-296,70
-297,65
-296,61
-294,59
-290,57
-294,56
-299,55
-305,55
-310,56
-311,52
-310,48
-309,43
-313,44
-311,39
-314,37
-312,33
-312,27
-312,21
-311,17
-311,13
-311,8
-311,2
-311,-3
-310,-8
