-310	-14
-305	-14
-304	-17
-306	-16
-308	-15
-311	-14
-312	-11
-314	-8
-314	-3
-314	1
-313	5
-315	6
-317	3
-320	1
-325	1
-327	1
-327	3
-332	1
-333	1
-336	0
-337	-2
-337	-6
-341	-6
-341	-9
-345	-5
-349	-6
-352	-7
-356	-7
-358	-4
-361	-3
-364	-2
-367	0
-370	-2
-371	1
-372	1
-370	2
-370	6
-370	9
-368	12
-365	14
-361	13
-368	15
-373	15
-369	19
-369	23
-370	26
-370	29
-365	29
-373	30
-376	32
-380	31
-384	32
-384	28
-385	31
-387	34
-388	36
-390	39
-390	41
-393	43
-394	47
-395	47
-396	51
-396	55
-397	57
-399	59
-400	63
-403	65
-402	69
-403	72
-403	77
-406	78
-407	80
-408	83
-408	85
-407	87
-405	89
-405	88
-405	87
-410	87
-412	85
-414	83
-414	78
-414	76
-419	78
-419	81
-419	85
-423	86
-424	88
-425	90
-424	94
-423	95
-423	100
-424	103
-423	101
-425	98
-426	96
-428	93
-429	90
-432	88
-432	85
-433	83
-434	81
-436	82
-438	83
-441	81
-443	80
-445	79
-445	83
-445	87
-444	90
-444	94
-442	97
-445	97
-447	96
-450	96
-452	95
-455	95
-458	93
-456	90
-458	90
-461	92
-463	91
-465	90
-468	91
-469	93
-468	97
-470	91
-475	91
-478	93
-480	94
-478	97
-483	97
-484	101
-482	100
-479	100
-474	100
-473	99
-469	100
-469	102
-465	103
-463	104
-463	107
-464	111
-460	111
-466	111
-468	113
-469	117
-471	117
-475	116
-478	117
-482	118
-485	116
-487	117
-488	119
-488	121
-486	123
-484	124
-481	126
-479	127
-479	128
-478	130
-475	131
-473	131
-470	133
-468	131
-468	129
-468	125
-469	121
-464	125
-460	125
-457	127
-453	127
-453	132
-452	134
-451	136
-447	135
-455	137
-457	140
-458	143
-453	143
-450	142
-449	141
-448	145
-446	147
-443	148
-440	149
-439	146
-435	145
-431	144
-431	143
-429	144
-428	148
-426	147
-425	148
-425	145
-425	141
-423	145
-422	146
-421	144
-419	143
-417	140
-416	138
-415	136
-412	134
-417	134
-418	131
-422	131
-417	131
-415	129
-416	125
-416	120
-420	121
-422	119
-422	114
-421	111
-419	112
-415	111
-414	108
-411	107
-410	103
-408	100
-404	99
-406	101
-406	106
-407	108
-408	109
-412	109
-410	111
-409	114
-409	119
-409	122
-408	124
-408	127
-406	130
-402	130
-398	131
-396	128
-394	126
-395	125
-395	121
-398	119
-397	117
-396	115
-394	117
-390	116
-389	116
-385	117
-382	118
-381	119
-381	114
-380	110
-380	105
-379	102
-374	102
-371	104
-370	106
-367	108
-365	110
-365	112
-363	109
-363	107
-363	102
-363	99
-358	102
-355	103
-351	102
-348	104
-347	102
-343	103
-339	102
-337	99
-336	95
-332	95
-332	94
-329	92
-329	89
-330	88
-331	84
-330	80
-332	78
-327	82
-324	84
-323	84
-322	87
-322	90
-320	87
-316	86
-315	87
-310	87
-306	88
-306	89
-304	86
-304	82
-305	80
-299	82
-298	82
-294	81
-293	81
-294	77
-295	73
-296	70
-296	66
-297	65
-296	61
-294	59
-292	58
-290	57
-290	54
-294	54
-294	56
-299	56
-301	54
-303	52
-304	48
-306	48
-310	48
-309	45
-309	43
-313	44
-316	46
-312	40
-314	37
-314	32
-315	29
-314	25
-313	23
-312	21
-311	17
-311	13
-309	10
-306	8
-307	5
-305	5
-303	2
-300	1
-302	1
-303	-3
-306	-5
-309	-5
-310	-9
